Shipping Mode,Sales per customer,Benefit per order,Order Item Quantity,Actual Delivery Status,Predicted Delivery Status,Late Delivery Risk %,Risk Category,AI Recommendation
Standard Class,63.72000122,19.12000084,3,On Time,On Time,40.33,Low Risk,Standard delivery process
Standard Class,290.9700012,139.6699982,3,On Time,On Time,37.49,Low Risk,Standard delivery process
First Class,63.04999924,-104.0299988,1,Late,Late,95.76,High Risk,Expedite shipment immediately
Same Day,97.95999908,37.22999954,2,Late,On Time,48.92,Low Risk,Standard delivery process
Standard Class,224.9900055,101.2399979,1,Late,On Time,40.27,Low Risk,Standard delivery process
Same Day,377.980011,37.79999924,1,On Time,Late,53.64,Medium Risk,Monitor shipment closely
Second Class,97.48999786,46.79999924,1,Late,Late,81.2,High Risk,Expedite shipment immediately
Standard Class,34.99000168,13.11999989,1,Late,On Time,41.08,Low Risk,Standard delivery process
First Class,20.98999977,7.099999905,1,Late,Late,95.25,High Risk,Expedite shipment immediately
Standard Class,59.99000168,5.28000021,1,Late,On Time,41.18,Low Risk,Standard delivery process
Standard Class,145.5599976,68.41000366,4,Late,On Time,41.56,Low Risk,Standard delivery process
Standard Class,173.9900055,87.0,1,On Time,On Time,40.12,Low Risk,Standard delivery process
Standard Class,64.01999664,4.800000191,3,On Time,On Time,35.61,Low Risk,Standard delivery process
Second Class,278.980011,31.52000046,1,Late,Late,80.04,High Risk,Expedite shipment immediately
Standard Class,395.980011,114.8300018,1,On Time,On Time,42.22,Low Risk,Standard delivery process
Standard Class,141.75,10.63000011,3,Late,On Time,40.7,Low Risk,Standard delivery process
Second Class,193.0299988,19.29999924,1,Late,Late,81.46,High Risk,Expedite shipment immediately
Standard Class,37.99000168,11.02000046,1,Late,On Time,41.64,Low Risk,Standard delivery process
Standard Class,124.4499969,-21.78000069,3,Late,On Time,41.29,Low Risk,Standard delivery process
Standard Class,383.980011,0.0,1,Late,On Time,40.43,Low Risk,Standard delivery process
First Class,239.9799957,6.0,3,Late,Late,95.51,High Risk,Expedite shipment immediately
First Class,112.4599991,53.97999954,3,Late,Late,96.54,High Risk,Expedite shipment immediately
Standard Class,232.4100037,113.8799973,5,On Time,On Time,39.54,Low Risk,Standard delivery process
Standard Class,37.79000092,-8.81000042,1,Late,On Time,39.13,Low Risk,Standard delivery process
Standard Class,250.3500061,60.08000183,1,On Time,On Time,38.12,Low Risk,Standard delivery process
Same Day,181.9299927,-2.369999886,4,On Time,On Time,49.2,Low Risk,Standard delivery process
Standard Class,113.9800034,1.139999986,2,On Time,On Time,39.2,Low Risk,Standard delivery process
Same Day,197.9799957,9.31000042,2,Late,Late,50.8,Medium Risk,Monitor shipment closely
Standard Class,48.97999954,20.07999992,1,Late,On Time,40.25,Low Risk,Standard delivery process
Standard Class,119.0,-87.23000336,4,On Time,On Time,38.43,Low Risk,Standard delivery process
Standard Class,391.980011,-93.29000092,1,On Time,On Time,40.25,Low Risk,Standard delivery process
Standard Class,169.9900055,12.75,1,Late,On Time,40.15,Low Risk,Standard delivery process
Standard Class,165.9900055,-248.9900055,1,On Time,On Time,40.21,Low Risk,Standard delivery process
Standard Class,119.9800034,52.79000092,2,On Time,On Time,40.16,Low Risk,Standard delivery process
Standard Class,399.9599915,-333.1700134,5,On Time,On Time,40.46,Low Risk,Standard delivery process
First Class,527.25,216.1699982,1,Late,Late,97.25,High Risk,Expedite shipment immediately
Second Class,71.22000122,32.75999832,3,Late,Late,80.57,High Risk,Expedite shipment immediately
Second Class,193.9799957,20.55999947,2,Late,Late,80.03,High Risk,Expedite shipment immediately
Standard Class,363.980011,123.75,1,Late,On Time,39.25,Low Risk,Standard delivery process
First Class,169.9299927,25.48999977,4,Late,Late,96.22,High Risk,Expedite shipment immediately
Standard Class,18.73999977,0.939999998,1,On Time,On Time,38.5,Low Risk,Standard delivery process
Standard Class,136.5,65.51999664,3,On Time,On Time,39.12,Low Risk,Standard delivery process
Standard Class,296.980011,98.0,1,On Time,On Time,41.85,Low Risk,Standard delivery process
Standard Class,170.0,-119.0,4,On Time,On Time,40.57,Low Risk,Standard delivery process
Standard Class,188.9900055,11.72000027,1,On Time,On Time,39.38,Low Risk,Standard delivery process
Same Day,36.38999939,-26.67000008,1,On Time,Late,51.95,Medium Risk,Monitor shipment closely
Second Class,135.0,13.5,5,Late,Late,82.22,High Risk,Expedite shipment immediately
Standard Class,296.9700012,107.8000031,3,Late,On Time,38.19,Low Risk,Standard delivery process
Standard Class,45.47999954,13.18999958,2,On Time,On Time,39.93,Low Risk,Standard delivery process
Standard Class,107.8899994,30.20999908,1,Late,On Time,38.53,Low Risk,Standard delivery process
Standard Class,131.1699982,62.95999908,4,On Time,On Time,43.01,Low Risk,Standard delivery process
First Class,165.9900055,16.60000038,1,Late,Late,95.48,High Risk,Expedite shipment immediately
Standard Class,272.980011,133.7599945,1,Late,On Time,41.48,Low Risk,Standard delivery process
Second Class,53.99000168,21.60000038,1,Late,Late,80.0,High Risk,Expedite shipment immediately
Standard Class,81.97000122,27.70000076,2,Late,On Time,39.64,Low Risk,Standard delivery process
Standard Class,479.9500122,150.2200012,5,On Time,On Time,36.67,Low Risk,Standard delivery process
Standard Class,209.9199982,70.94999695,5,Late,On Time,40.51,Low Risk,Standard delivery process
Second Class,284.9700012,-16.23999977,3,Late,Late,80.94,High Risk,Expedite shipment immediately
Standard Class,149.9400024,37.49000168,3,On Time,On Time,41.0,Low Risk,Standard delivery process
First Class,191.9900055,67.19999695,1,Late,Late,95.94,High Risk,Expedite shipment immediately
Standard Class,159.9400024,58.06000137,4,Late,On Time,40.26,Low Risk,Standard delivery process
Standard Class,37.49000168,12.36999989,1,Late,On Time,42.61,Low Risk,Standard delivery process
Standard Class,156.5700073,14.09000015,3,On Time,On Time,40.07,Low Risk,Standard delivery process
Second Class,164.3800049,36.15999985,1,Late,Late,80.25,High Risk,Expedite shipment immediately
Standard Class,41.0,19.27000046,1,On Time,On Time,40.31,Low Risk,Standard delivery process
Same Day,331.980011,103.9100037,1,On Time,On Time,46.94,Low Risk,Standard delivery process
Standard Class,24.86000061,-6.21999979,1,Late,On Time,40.41,Low Risk,Standard delivery process
Standard Class,211.1600037,101.3600006,4,Late,On Time,38.37,Low Risk,Standard delivery process
Same Day,347.980011,-232.1000061,1,On Time,Late,59.07,Medium Risk,Monitor shipment closely
Standard Class,217.4100037,102.1800003,5,On Time,On Time,45.5,Low Risk,Standard delivery process
Standard Class,56.68999863,26.63999939,1,On Time,On Time,40.69,Low Risk,Standard delivery process
Standard Class,199.9900055,70.0,1,On Time,On Time,39.44,Low Risk,Standard delivery process
First Class,99.95999908,31.29000092,2,Late,Late,96.42,High Risk,Expedite shipment immediately
Second Class,269.9700012,13.5,3,Late,Late,80.72,High Risk,Expedite shipment immediately
Standard Class,319.980011,116.1500015,1,On Time,On Time,39.72,Low Risk,Standard delivery process
Standard Class,395.980011,190.0700073,1,On Time,On Time,38.01,Low Risk,Standard delivery process
Same Day,71.98000336,-122.3700027,2,Late,Late,57.41,Medium Risk,Monitor shipment closely
Second Class,239.8999939,110.3600006,5,Late,Late,82.86,High Risk,Expedite shipment immediately
Standard Class,82.97000122,-1.080000043,2,Late,On Time,38.47,Low Risk,Standard delivery process
Standard Class,212.4199982,-339.8599854,5,Late,On Time,42.0,Low Risk,Standard delivery process
Standard Class,296.980011,103.9400024,1,On Time,On Time,38.8,Low Risk,Standard delivery process
Standard Class,49.79000092,10.94999981,1,On Time,On Time,40.53,Low Risk,Standard delivery process
Standard Class,192.0,72.0,4,On Time,On Time,40.17,Low Risk,Standard delivery process
Same Day,141.75,53.15999985,3,On Time,On Time,47.91,Low Risk,Standard delivery process
Standard Class,195.9900055,-323.3800049,1,Late,On Time,40.6,Low Risk,Standard delivery process
Standard Class,89.98999786,43.20000076,1,Late,On Time,42.13,Low Risk,Standard delivery process
Same Day,240.0,69.59999847,5,On Time,On Time,47.2,Low Risk,Standard delivery process
First Class,269.980011,67.5,1,Late,Late,96.15,High Risk,Expedite shipment immediately
Standard Class,173.9900055,32.70999908,1,On Time,On Time,39.88,Low Risk,Standard delivery process
Standard Class,335.980011,-37.97000122,1,On Time,On Time,37.61,Low Risk,Standard delivery process
Standard Class,347.980011,-243.5899963,1,On Time,On Time,40.57,Low Risk,Standard delivery process
Standard Class,66.36000061,17.92000008,5,On Time,On Time,40.12,Low Risk,Standard delivery process
Standard Class,278.980011,90.66999817,1,On Time,On Time,41.16,Low Risk,Standard delivery process
Same Day,175.9799957,26.39999962,2,Late,Late,52.8,Medium Risk,Monitor shipment closely
Standard Class,260.980011,109.6100006,1,Late,On Time,41.37,Low Risk,Standard delivery process
Second Class,97.98999786,44.09999847,1,Late,Late,80.06,High Risk,Expedite shipment immediately
First Class,377.980011,118.3099976,1,Late,Late,96.28,High Risk,Expedite shipment immediately
Standard Class,130.4499969,33.91999817,3,On Time,On Time,41.75,Low Risk,Standard delivery process
Standard Class,387.980011,24.44000053,1,On Time,On Time,39.54,Low Risk,Standard delivery process
First Class,251.9600067,113.3799973,5,Late,Late,96.44,High Risk,Expedite shipment immediately
Standard Class,197.9900055,67.3199997,1,On Time,On Time,39.9,Low Risk,Standard delivery process
Standard Class,172.7700043,81.19999695,3,Late,On Time,37.95,Low Risk,Standard delivery process
First Class,87.0,40.88999939,2,Late,Late,95.85,High Risk,Expedite shipment immediately
Second Class,43.47999954,13.03999996,1,Late,Late,80.34,High Risk,Expedite shipment immediately
Standard Class,339.980011,152.9900055,1,On Time,On Time,40.95,Low Risk,Standard delivery process
First Class,383.980011,129.7899933,1,Late,Late,96.22,High Risk,Expedite shipment immediately
Second Class,269.980011,98.0,1,On Time,Late,80.8,High Risk,Expedite shipment immediately
Standard Class,293.980011,33.22000122,1,Late,On Time,40.49,Low Risk,Standard delivery process
Standard Class,181.9900055,15.82999992,1,Late,On Time,39.68,Low Risk,Standard delivery process
Standard Class,105.5699997,10.56000042,3,On Time,On Time,40.62,Low Risk,Standard delivery process
Standard Class,37.49000168,10.86999989,1,On Time,On Time,40.93,Low Risk,Standard delivery process
Standard Class,249.8999939,74.97000122,5,Late,On Time,46.04,Low Risk,Standard delivery process
Standard Class,149.9900055,46.95000076,1,On Time,On Time,38.53,Low Risk,Standard delivery process
Standard Class,92.95999908,-48.81000137,2,Late,On Time,40.88,Low Risk,Standard delivery process
First Class,181.9900055,-121.3899994,1,Late,Late,96.09,High Risk,Expedite shipment immediately
First Class,208.7400055,73.05999756,1,Late,Late,96.32,High Risk,Expedite shipment immediately
Standard Class,224.9100037,49.47999954,5,On Time,On Time,40.25,Low Risk,Standard delivery process
Second Class,193.9900055,89.23999786,1,On Time,Late,81.3,High Risk,Expedite shipment immediately
Standard Class,37.56000137,-50.0699997,1,On Time,On Time,41.88,Low Risk,Standard delivery process
Same Day,120.8899994,31.43000031,1,On Time,On Time,49.67,Low Risk,Standard delivery process
Standard Class,391.980011,7.840000153,1,Late,On Time,39.42,Low Risk,Standard delivery process
Standard Class,134.9499969,13.48999977,3,Late,On Time,41.6,Low Risk,Standard delivery process
Second Class,97.48999786,47.77000046,1,On Time,Late,76.06,Medium Risk,Monitor shipment closely
Standard Class,210.0,88.19999695,5,Late,On Time,39.74,Low Risk,Standard delivery process
Standard Class,59.36000061,16.03000069,4,On Time,On Time,39.9,Low Risk,Standard delivery process
Standard Class,144.0,69.12000275,3,Late,On Time,40.93,Low Risk,Standard delivery process
Standard Class,167.9900055,47.04000092,1,Late,On Time,39.16,Low Risk,Standard delivery process
Same Day,45.5,21.84000015,1,Late,Late,52.46,Medium Risk,Monitor shipment closely
Standard Class,227.4100037,59.13000107,5,On Time,On Time,44.75,Low Risk,Standard delivery process
Second Class,106.5899963,42.63999939,1,Late,Late,81.3,High Risk,Expedite shipment immediately
Second Class,75.0,13.5,2,Late,Late,80.06,High Risk,Expedite shipment immediately
First Class,212.5,50.58000183,5,Late,Late,96.43,High Risk,Expedite shipment immediately
First Class,260.9599915,-93.16000366,5,Late,Late,96.65,High Risk,Expedite shipment immediately
Standard Class,167.9600067,8.399999619,5,On Time,On Time,38.35,Low Risk,Standard delivery process
Second Class,199.9900055,52.0,1,Late,Late,80.22,High Risk,Expedite shipment immediately
Standard Class,170.0700073,-113.4400024,3,On Time,On Time,40.36,Low Risk,Standard delivery process
Same Day,187.5,86.25,5,On Time,Late,50.69,Medium Risk,Monitor shipment closely
Standard Class,163.9900055,49.20000076,1,On Time,On Time,37.71,Low Risk,Standard delivery process
Standard Class,44.97999954,15.28999996,3,On Time,On Time,40.19,Low Risk,Standard delivery process
Standard Class,106.5899963,-77.27999878,1,Late,On Time,40.45,Low Risk,Standard delivery process
Standard Class,107.8899994,-6.800000191,1,On Time,On Time,40.25,Low Risk,Standard delivery process
Standard Class,43.47999954,3.829999924,1,On Time,On Time,39.05,Low Risk,Standard delivery process
Standard Class,158.3699951,31.67000008,3,Late,On Time,39.51,Low Risk,Standard delivery process
First Class,237.5599976,14.25,4,Late,Late,96.03,High Risk,Expedite shipment immediately
Standard Class,129.9900055,9.75,1,On Time,On Time,38.2,Low Risk,Standard delivery process
Standard Class,48.5,-72.75,1,Late,On Time,40.58,Low Risk,Standard delivery process
Standard Class,339.9700012,146.1900024,4,Late,On Time,39.02,Low Risk,Standard delivery process
Standard Class,278.9500122,133.8999939,5,On Time,On Time,39.84,Low Risk,Standard delivery process
Standard Class,76.77999878,16.88999939,2,On Time,On Time,39.34,Low Risk,Standard delivery process
Standard Class,61.40000153,3.680000067,4,Late,On Time,41.17,Low Risk,Standard delivery process
Standard Class,41.47999954,-7.71999979,1,On Time,On Time,40.37,Low Risk,Standard delivery process
Standard Class,97.48999786,26.3199997,1,On Time,On Time,40.01,Low Risk,Standard delivery process
Standard Class,16.57999992,5.610000134,2,On Time,On Time,38.04,Low Risk,Standard delivery process
Standard Class,95.95999908,-70.33999634,2,On Time,On Time,43.95,Low Risk,Standard delivery process
Standard Class,113.9800034,37.04000092,2,Late,On Time,40.39,Low Risk,Standard delivery process
Standard Class,164.0,80.36000061,4,On Time,On Time,40.73,Low Risk,Standard delivery process
Standard Class,290.9700012,-312.7900085,3,On Time,On Time,40.52,Low Risk,Standard delivery process
Second Class,94.45999908,34.29000092,2,Late,Late,79.45,Medium Risk,Monitor shipment closely
Standard Class,129.9900055,54.59999847,1,Late,On Time,39.5,Low Risk,Standard delivery process
Standard Class,92.95999908,43.68999863,2,On Time,On Time,40.54,Low Risk,Standard delivery process
Standard Class,109.1900024,39.63999939,1,On Time,On Time,40.27,Low Risk,Standard delivery process
Second Class,191.9799957,14.39999962,2,Late,Late,79.56,Medium Risk,Monitor shipment closely
Standard Class,287.980011,143.9900055,1,Late,On Time,37.95,Low Risk,Standard delivery process
Standard Class,120.8899994,58.02999878,1,On Time,On Time,35.63,Low Risk,Standard delivery process
